"","source","id","onlyTrainingOptimization","model","performance","adaptModelInTesting","a","B","y"
"48","Camarena","5",TRUE,"configuralCuesWynne95",0.692739024458875,FALSE,6.80979675282196,0.208100369121092,4.23209248049395
"49","Camarena","6",TRUE,"configuralCuesWynne95",0.757174592269593,FALSE,6.58753303452095,0.026664012328871,3.38624056148296
"50","Camarena","7",TRUE,"configuralCuesWynne95",0.833288175756534,FALSE,6.92677833111858,0.236884930412446,4.1853094418686
"51","RGMDL2","2",TRUE,"configuralCuesWynne95",0.84681163235632,FALSE,4.72326308373101,0.075960747006535,3.37906976243813
"52","Camarena","8",TRUE,"configuralCuesWynne95",0.762581542564392,FALSE,6.84340909373919,0.178369823544689,3.60200997832698
"53","Camarena","9",TRUE,"configuralCuesWynne95",0.712082318495231,FALSE,6.11877497385626,0.109808087206953,3.2937597584522
"54","RGMDL2","3",TRUE,"configuralCuesWynne95",0.828883291128797,FALSE,6.76651398706361,0.019851114523596,3.71702076138671
"55","Camarena","10",TRUE,"configuralCuesWynne95",0.746404227772891,FALSE,7.2145297404716,0.386278399994491,3.71495801290585
"56","Camarena","11",TRUE,"configuralCuesWynne95",0.72994526058879,FALSE,5.41699548592749,0.12415586640692,2.75602249147307
"57","RGMDL2","4",TRUE,"configuralCuesWynne95",0.838955013652,FALSE,4.66506544269272,0.059175746414345,3.45320856420612
"58","Camarena","2",TRUE,"configuralCuesWynne95",0.690505238326209,FALSE,6.27570322685986,0.297689227671192,2.94413009709592
"59","Humans","1",TRUE,"configuralCuesWynne95",0.824261453948767,FALSE,6.16351479001382,0.611693330521327,3.87015999550575
"60","Humans","3",TRUE,"configuralCuesWynne95",0.695833544575463,FALSE,5.0894613954779,0.220878197996952,3.82732942683259
"61","Humans","5",TRUE,"configuralCuesWynne95",0.900069139141641,FALSE,7.1230769193704,0.605498050481061,5.64997210957335
"62","Humans","7",TRUE,"configuralCuesWynne95",0.866401402709741,FALSE,6.10777781580935,0.275463876140896,4.73944662996351
"63","Humans","9",TRUE,"configuralCuesWynne95",0.570005680829198,FALSE,1.79595278504545,1.52204597704752,0.564433208634467
"64","Humans","11",TRUE,"configuralCuesWynne95",0.724717333986828,FALSE,4.92251159409084,0.412401832821325,1.64032099198672
"65","Humans","13",TRUE,"configuralCuesWynne95",0.852085172704551,FALSE,5.62828854425195,0.646526804730796,4.77801396470788
"66","Humans","15",TRUE,"configuralCuesWynne95",0.634058593028868,FALSE,1.89840390243757,1.57235822131153,0.711683286907965
"67","Humans","21",TRUE,"configuralCuesWynne95",0.893528746731945,FALSE,5.41064758240853,0.336202627356216,3.35193882794953
"68","Humans","23",TRUE,"configuralCuesWynne95",0.833499836821289,FALSE,4.73833724034288,0.342971134353439,3.31648672491977
"69","Humans","25",TRUE,"configuralCuesWynne95",0.609713618066995,FALSE,1.49251759280292,1.5875763890424,0.342900010597945
"70","Humans","27",TRUE,"configuralCuesWynne95",0.817690936331874,FALSE,4.23010254354101,0.45251495015426,3.22955783056989
"71","Humans","29",TRUE,"configuralCuesWynne95",0.571030066366058,FALSE,2.99065670025159,1.67523214285356,2.13660366815386
"72","Humans","31",TRUE,"configuralCuesWynne95",0.767112092706213,FALSE,4.466266327504,0.517131889455674,3.62636009257512
"73","Humans","33",TRUE,"configuralCuesWynne95",0.768397234434051,FALSE,8.07676631843401,1.38384439544051,5.26884879912014
"74","Humans","35",TRUE,"configuralCuesWynne95",0.827712406121912,FALSE,6.34774388808246,0.137784040670025,4.55814973691547
"75","Humans","37",TRUE,"configuralCuesWynne95",0.836006053506184,FALSE,5.46306561002022,0.618781786846784,3.02213174557566
"76","Humans","41",TRUE,"configuralCuesWynne95",0.714889775826248,FALSE,5.96152193392881,0.27368728177341,3.06605568457523
"77","Humans","43",TRUE,"configuralCuesWynne95",0.798377843936074,FALSE,6.25846508560769,0.289917429507311,4.15362281703641
"78","FHL","1",TRUE,"configuralCuesWynne95",0.545749606331004,FALSE,4.96159291538371,0.080657271470216,3.86899633690374
"79","FHL","2",TRUE,"configuralCuesWynne95",0.556384812966118,FALSE,3.27165480792305,0.094381146353032,1.54396466188582
"80","FHL","3",TRUE,"configuralCuesWynne95",0.523231310687742,FALSE,4.71812573289537,0.534386185575077,3.79406900753571
"81","HumScrm","1",TRUE,"configuralCuesWynne95",0.897855126301832,FALSE,6.40684364350258,1.10735899399167,5.18460454835432
"82","HumScrm","2",TRUE,"configuralCuesWynne95",0.598492619756544,FALSE,1.56272356371137,1.50179305166262,1.52949631448674
"83","HumScrm","3",TRUE,"configuralCuesWynne95",0.772524796111683,FALSE,6.71675343208562,0.589539606574279,4.80677052738166
"84","HumScrm","4",TRUE,"configuralCuesWynne95",0.880341750809475,FALSE,6.24906716191772,1.00052199481226,5.57071675774986
"85","HumScrm","5",TRUE,"configuralCuesWynne95",0.775947000887009,FALSE,5.01279619187397,0.270761059248768,2.82182354186047
"86","HumScrm","6",TRUE,"configuralCuesWynne95",0.894863773838648,FALSE,6.63390957149101,0.441859920501583,4.30390026054612
"87","HumScrm","7",TRUE,"configuralCuesWynne95",0.86240739229982,FALSE,5.69679818310116,0.519411794514166,3.44194139781854
"88","HumScrm","8",TRUE,"configuralCuesWynne95",0.871246827705339,FALSE,5.80840128090112,0.640034069095024,5.25523734208633
"89","HumScrm","9",TRUE,"configuralCuesWynne95",0.873188055902172,FALSE,4.76017117874449,0.348322362632087,2.8937663902373
"90","HumScrm","10",TRUE,"configuralCuesWynne95",0.838887079483511,FALSE,5.55678049547733,0.186668921458411,2.55499298555426
"91","HumScrm","11",TRUE,"configuralCuesWynne95",0.522926194639385,FALSE,1.73952762270937,1.40013289412561,0.509175383883077
"92","HumScrm","12",TRUE,"configuralCuesWynne95",0.911654180661115,FALSE,5.04677873128956,0.445101843468606,3.04543131818286
"93","HumScrm","13",TRUE,"configuralCuesWynne95",0.952603741595174,FALSE,5.62177797301655,0.413528627701026,3.63682801951518
"94","HumScrm","14",TRUE,"configuralCuesWynne95",0.900556981411437,FALSE,5.44655199210992,0.371420235489769,3.59969387428141
"95","HumScrm","15",TRUE,"configuralCuesWynne95",0.803109104576756,FALSE,6.00053434664858,0.474405423647963,3.20930448685276
"96","HumScrm","16",TRUE,"configuralCuesWynne95",0.851167935314542,FALSE,5.63509238678785,0.550849404704722,3.56505211240824
"97","HumScrm","17",TRUE,"configuralCuesWynne95",0.772910445906202,FALSE,5.47011702328276,0.307317664158198,3.20373631369429
"98","HumScrm","18",TRUE,"configuralCuesWynne95",0.512022928330919,FALSE,-6.17305144145444,-3.09780101984564,0.718600626936698
"99","HumScrm","19",TRUE,"configuralCuesWynne95",0.547689773797044,FALSE,-6.48149850705535,-0.875023770202566,-0.636241286332958
"100","HumScrm","20",TRUE,"configuralCuesWynne95",0.81967714284743,FALSE,5.62238190342633,0.369849122020012,3.57256768420598
"101","HumScrm","21",TRUE,"configuralCuesWynne95",0.509249483753212,FALSE,-8.33169146737285,-6.71757682152423,-0.026808436297063
"102","HumScrm","22",TRUE,"configuralCuesWynne95",0.567718078229974,FALSE,3.2950782764977,1.28239558543631,0.906814681002464
"103","HumScrm","23",TRUE,"configuralCuesWynne95",0.89255298980835,FALSE,5.22402417883913,0.36388573310547,3.41843501832231
"104","HumScrm","24",TRUE,"configuralCuesWynne95",0.790176801594829,FALSE,6.35383036818561,0.76414308293791,4.18330753046191
"105","HumScrm","25",TRUE,"configuralCuesWynne95",0.791098191775279,FALSE,5.63688105189918,0.771519131892102,3.54176595724273
"106","HumScrm","26",TRUE,"configuralCuesWynne95",0.601055465183086,FALSE,3.76433240742126,0.222034751614415,2.98939578168436
"107","HumScrm","27",TRUE,"configuralCuesWynne95",0.870833130194923,FALSE,5.02748768755062,0.242720391442683,4.10639951590547
"108","HumScrm","28",TRUE,"configuralCuesWynne95",0.935858350558104,FALSE,4.45015520732798,0.33415612506325,4.24921533384249
"109","HumScrm","29",TRUE,"configuralCuesWynne95",0.892532414626789,FALSE,5.15940275589233,0.179270164585388,3.25614860549276
"110","HumScrm","30",TRUE,"configuralCuesWynne95",0.906295188349018,FALSE,4.99165963554904,0.297938527389383,3.44288659071208
"111","HumScrm","31",TRUE,"configuralCuesWynne95",0.915497454201934,FALSE,6.78169560508951,0.622893441700664,5.00352545673033
"112","HumScrm","32",TRUE,"configuralCuesWynne95",0.844599506482776,FALSE,5.04378765938393,0.273590897330392,4.14477826064646
"113","HumScrm","33",TRUE,"configuralCuesWynne95",0.917540164551785,FALSE,5.73974351870032,0.646485047183857,3.93120281831889
"114","HumScrm","34",TRUE,"configuralCuesWynne95",0.528480939742686,FALSE,3.6725100271051,1.68057437142075,3.39320406020861
"115","HumScrm","35",TRUE,"configuralCuesWynne95",0.89520648911602,FALSE,5.09681692744847,0.415653638511445,3.41709009545694
"116","HumScrm","36",TRUE,"configuralCuesWynne95",0.730313411556494,FALSE,5.09049945424227,0.308722741179297,3.82204997045415
"117","HumScrm","37",TRUE,"configuralCuesWynne95",0.817380262521514,FALSE,5.08555576401195,0.28516439776888,2.83632733029035
"118","HumScrm","38",TRUE,"configuralCuesWynne95",0.936884612574957,FALSE,5.92053606566644,0.674774336739972,4.05881643122742
"119","HumScrm","39",TRUE,"configuralCuesWynne95",0.90946657794633,FALSE,5.40774565802523,0.585633522324811,3.02271672125771
"120","HumScrm","40",TRUE,"configuralCuesWynne95",0.91394781011267,FALSE,6.73091182546839,0.407630418000734,3.69437826038914
"121","HumScrm","41",TRUE,"configuralCuesWynne95",0.95219435766143,FALSE,5.7777491519766,0.76139384801289,3.74423966713478
"122","HumScrm","42",TRUE,"configuralCuesWynne95",0.891028964560852,FALSE,5.25424119052213,0.162104029365834,3.79217910029072
"123","HumScrm","43",TRUE,"configuralCuesWynne95",0.878196932013022,FALSE,5.45124943722009,0.153345337765866,3.51498603923592
"124","HumScrm","44",TRUE,"configuralCuesWynne95",0.922994070039901,FALSE,6.72848791904331,0.255280977879421,4.56912618785955
"125","HumScrm","45",TRUE,"configuralCuesWynne95",0.826344935962493,FALSE,5.42016227776245,0.504493250791042,4.05591291906648
"126","HumScrm","46",TRUE,"configuralCuesWynne95",0.546059015274488,FALSE,2.44690191510233,1.80153775997886,1.57232145062609
"127","HumScrm","47",TRUE,"configuralCuesWynne95",0.847253827107282,FALSE,4.31227718191201,0.375491365617626,3.46822474972383
"128","HumScrm","48",TRUE,"configuralCuesWynne95",0.572473603734183,FALSE,4.33574895351111,1.57134643557851,2.55604067602035
"129","HumScrm","49",TRUE,"configuralCuesWynne95",0.514668922811868,FALSE,3.45547127791143,0.219959924512687,1.71183985737107
"130","HumScrm","50",TRUE,"configuralCuesWynne95",0.887746818158598,FALSE,6.75748004103089,0.34527382116777,3.77924662465009
"131","HumScrm","51",TRUE,"configuralCuesWynne95",0.866865388806313,FALSE,5.12122854275766,0.260071476350913,3.38277737556113
"132","HumScrm","52",TRUE,"configuralCuesWynne95",0.730039466100772,FALSE,5.92634899295309,0.532563723332619,3.14572762377473
"133","HumScrm","53",TRUE,"configuralCuesWynne95",0.800770238838639,FALSE,5.30636349653347,0.290541130585827,3.28309891372728
"134","HumScrm","54",TRUE,"configuralCuesWynne95",0.514977827291133,FALSE,0.561321700560677,1.56179810996089,0.77764440325543
"135","HumScrm","55",TRUE,"configuralCuesWynne95",0.763533412146758,FALSE,5.01390280341333,0.350371876184455,3.12675432034231
"136","HumScrm","56",TRUE,"configuralCuesWynne95",0.546656763999901,FALSE,-1.92835514697472,1.51948400068365,-0.766423045711213
"137","HumScrm","57",TRUE,"configuralCuesWynne95",0.80027379909859,FALSE,5.25030671967641,0.152738664816389,4.86522783558445
"138","HumScrm","58",TRUE,"configuralCuesWynne95",0.886788601135183,FALSE,5.90803427837888,0.600413817912283,3.57566265282529
"139","HumScrm","59",TRUE,"configuralCuesWynne95",0.683648996908308,FALSE,4.98907274025897,1.39115363288968,3.51816932597055
"140","HumScrm","60",TRUE,"configuralCuesWynne95",0.561501708598193,FALSE,2.27366484071659,1.98468499473379,0.099787277043405
"141","HumScrm","61",TRUE,"configuralCuesWynne95",0.557125229781445,FALSE,-4.69564893099479,-2.31416418249565,1.45328738977168
"142","HumScrm","62",TRUE,"configuralCuesWynne95",0.717319648890636,FALSE,5.12306837662854,0.08564155761702,2.2483065181337
"143","HumScrm","63",TRUE,"configuralCuesWynne95",0.557125229781445,FALSE,-4.69564893099479,-2.31416418249565,1.45328738977168
"144","HumScrm","64",TRUE,"configuralCuesWynne95",0.887746818158598,FALSE,6.75748004103089,0.34527382116777,3.77924662465009
"145","HumScrm","65",TRUE,"configuralCuesWynne95",0.884986111718636,FALSE,5.19844081595227,0.363263441346599,3.45606699872294
"146","HumScrm","66",TRUE,"configuralCuesWynne95",0.903226126378894,FALSE,5.62490748811662,0.787739561766629,3.58177096740371
"147","HumScrm","67",TRUE,"configuralCuesWynne95",0.826707764586589,FALSE,6.21036930841482,0.307296106746236,5.11631816523987
"148","HumScrm","68",TRUE,"configuralCuesWynne95",0.595756900914052,FALSE,1.6558182618466,1.21725047498582,0.422583891429071
"149","HumScrm","69",TRUE,"configuralCuesWynne95",0.715000406959189,FALSE,4.75121303794417,0.235606856431878,3.39611930667585
"150","HumScrm","70",TRUE,"configuralCuesWynne95",0.919728167989366,FALSE,6.05583866534751,0.684272497394583,3.44516914947959
"151","HumScrm","71",TRUE,"configuralCuesWynne95",0.898504874697599,FALSE,6.74771856641947,0.58659927669885,3.86960251650872
"152","HumScrm","72",TRUE,"configuralCuesWynne95",0.793935642012269,FALSE,4.44734189028798,0.169126526895323,3.70398496145826
"153","HumScrm","73",TRUE,"configuralCuesWynne95",0.791811903474081,FALSE,6.60761678777144,0.434462519262097,3.40857815982587
"154","HumScrm","74",TRUE,"configuralCuesWynne95",0.538647077274715,FALSE,10.3362520579462,-2.66889961120936,2.78194883258352
"155","HumScrm","75",TRUE,"configuralCuesWynne95",0.796566648463866,FALSE,5.16578516840079,0.302293319277587,3.35373251830001
"156","HumScrm","76",TRUE,"configuralCuesWynne95",0.528423308387873,FALSE,-0.456391173774531,1.86344492047515,0.034266447871213
"157","HumScrm","77",TRUE,"configuralCuesWynne95",0.821864187337966,FALSE,5.42752900470014,0.114320920944269,4.81907032909967
"158","RGMDL1","1",TRUE,"configuralCuesWynne95",0.569774995740472,FALSE,3.57483454269996,0.001529518943949,1.73874745258042
"159","RGMDL1","2",TRUE,"configuralCuesWynne95",0.694137689166071,FALSE,0.719061575471747,-8.26986456475135,3.42559978382962
"160","RGMDL1","3",TRUE,"configuralCuesWynne95",0.58157788573671,FALSE,2.97359494101387,-0.436325825115663,2.50203293314739
"161","RGMDL1","4",TRUE,"configuralCuesWynne95",0.691355686531752,FALSE,4.44651634645737,0.070679959439654,2.73930705527625
