"","source","id","onlyTrainingOptimization","model","performance","adaptModelInTesting","a","b"
"59","Humans","1",TRUE,"RLELO",0.736049643729515,FALSE,3.81903904219462,5.20078503282054
"60","Humans","3",TRUE,"RLELO",0.590610095721436,FALSE,1.32574823671295,-0.804297963218002
"61","Humans","5",TRUE,"RLELO",0.773325120366032,FALSE,3.44783271432226,3.454464085092
"62","Humans","7",TRUE,"RLELO",0.735849423785965,FALSE,4.94242288947785,4.04663728421702
"63","Humans","9",TRUE,"RLELO",0.582986927246819,FALSE,1.87393287997944,3.10973779358363
"64","Humans","11",TRUE,"RLELO",0.715394321793253,FALSE,2.33224658934259,4.57402591634678
"65","Humans","13",TRUE,"RLELO",0.705384356980723,FALSE,4.2133972461133,4.13998053425916
"66","Humans","15",TRUE,"RLELO",0.750106982761176,FALSE,2.47121420812545,3.45807213513678
"67","Humans","21",TRUE,"RLELO",0.721993190316218,FALSE,3.86332191077419,5.13876600831746
"68","Humans","23",TRUE,"RLELO",0.809457809758799,FALSE,3.47138287296193,5.76421638180348
"69","Humans","25",TRUE,"RLELO",0.597357736566966,FALSE,3.33646798867084,3.9304568582561
"70","Humans","27",TRUE,"RLELO",0.710580827249112,FALSE,3.06794497377201,3.29514825589111
"71","Humans","29",TRUE,"RLELO",0.549687605606942,FALSE,1.57316632354575,1.90660465574971
"72","Humans","31",TRUE,"RLELO",0.736089673228668,FALSE,3.61270964843999,5.60884486531245
"73","Humans","33",TRUE,"RLELO",0.661337822535537,FALSE,3.92310868814584,6.84175692061925
"74","Humans","35",TRUE,"RLELO",0.707254126213432,FALSE,3.88131300978857,5.16536760310873
"75","Humans","37",TRUE,"RLELO",0.710858653185085,FALSE,1.98019809910713,4.92038685581211
"76","Humans","41",TRUE,"RLELO",0.667281285670875,FALSE,3.13660409608975,3.95097337569823
"77","Humans","43",TRUE,"RLELO",0.715156988651056,FALSE,3.84703729453005,4.38684776153019
"78","FHL","1",TRUE,"RLELO",0.547226353865312,FALSE,5.75672084490527,6.2153798806831
"79","FHL","2",TRUE,"RLELO",0.569340694041607,FALSE,4.84055456207909,4.05249175642793
"80","FHL","3",TRUE,"RLELO",0.524063445357488,FALSE,3.48229665279259,4.47093220835317
"81","HumScrm","1",TRUE,"RLELO",0.890350376162926,FALSE,4.47251437772321,4.45193190283341
"82","HumScrm","2",TRUE,"RLELO",0.668977482008018,FALSE,2.43499699852169,1.86746785328644
"83","HumScrm","3",TRUE,"RLELO",0.771693106635003,FALSE,4.91309041975835,4.06837439630066
"84","HumScrm","4",TRUE,"RLELO",0.885904020754189,FALSE,6.82167369576582,6.45698560049211
"85","HumScrm","5",TRUE,"RLELO",0.784349179962179,FALSE,4.70627963267349,4.74025589147652
"86","HumScrm","6",TRUE,"RLELO",0.899963681705044,FALSE,4.59794817255305,4.85786988452914
"87","HumScrm","7",TRUE,"RLELO",0.865593063529617,FALSE,5.70653363003898,6.22904172142519
"88","HumScrm","8",TRUE,"RLELO",0.871843224154661,FALSE,5.19669121564744,5.39527023393247
"89","HumScrm","9",TRUE,"RLELO",0.858093584701463,FALSE,2.18053368946523,1.77299738221658
"90","HumScrm","10",TRUE,"RLELO",0.831221101767672,FALSE,5.58188561405801,5.94957216028944
"91","HumScrm","11",TRUE,"RLELO",0.517785285685474,FALSE,0.564349566058208,0.754821176915278
"92","HumScrm","12",TRUE,"RLELO",0.930870313579435,FALSE,6.8707419854865,7.48866125040679
"93","HumScrm","13",TRUE,"RLELO",0.949927143480832,FALSE,4.41018936859541,4.63942949458832
"94","HumScrm","14",TRUE,"RLELO",0.904996942034479,FALSE,3.97232519765759,5.05273120568664
"95","HumScrm","15",TRUE,"RLELO",0.801556393150221,FALSE,2.40734036416281,1.64176697354587
"96","HumScrm","16",TRUE,"RLELO",0.865276133961594,FALSE,6.07450766823921,8.34317555821716
"97","HumScrm","17",TRUE,"RLELO",0.781227584719628,FALSE,6.78510234311268,6.48463211807387
"98","HumScrm","18",TRUE,"RLELO",0.500240414387902,FALSE,-0.144978630921009,-0.081280329692239
"99","HumScrm","19",TRUE,"RLELO",0.50000204594191,FALSE,-0.037078255575867,-0.029195226509193
"100","HumScrm","20",TRUE,"RLELO",0.816622291698113,FALSE,3.28357973804282,1.57170821004595
"101","HumScrm","21",TRUE,"RLELO",0.501957517531549,FALSE,-0.283733369688329,-0.225740002798604
"102","HumScrm","22",TRUE,"RLELO",0.567039502202683,FALSE,4.93195895034537,4.0497012298954
"103","HumScrm","23",TRUE,"RLELO",0.901529139843896,FALSE,6.90806055183789,6.32632712699748
"104","HumScrm","24",TRUE,"RLELO",0.785446288505423,FALSE,4.39913811524256,4.54490341843444
"105","HumScrm","25",TRUE,"RLELO",0.798408935900984,FALSE,4.55770712630439,4.5383835657976
"106","HumScrm","26",TRUE,"RLELO",0.605537434608601,FALSE,1.42220823215099,2.04592271170024
