source,species,id,onlyTrainingOptimization,model,performance,adaptModelInTesting,parameter1,value1,parameter2,value2,parameter3,value3
HumScrm,humans,42,True,RLELO,0.900376618122352,False,a ,3.31849502782356, b ,4.25249058119152,,
RGMDL2,macaques,1,False,SCTinterpr,0.44557737495804,False,a ,1.71975,,,,
HumScrm,humans,43,False,RLELO,0.886108542011317,False,a ,2.96543009876272, b ,3.91309712673862,,
HumScrm,humans,43,True,RLELO,0.886108542011317,False,a ,2.96543009876272, b ,3.91309712673862,,
RGMDL1,macaques,1,False,Trabasso,0.629011808576756,False,h ,-0.5,,,,
Camarena,pigeons,2,False,SCTinterpr,0.622138364779874,False,a ,0.545875,,,,
HumScrm,humans,44,False,RLELO,0.915699168944224,False,a ,4.27505572084898, b ,4.65033320656123,,
RGMDL3,macaques,1,False,SCT,0.650169683257919,False,a ,-0.251,,,,
HumScrm,humans,44,True,RLELO,0.922757047556618,False,a ,4.26196636136453, b ,4.65705242316704,,
RGMDL3,macaques,2,True,SCT,0.694283646888567,False,a ,-0.9931875,,,,
FHL,macaques,2,False,SCT,0.676899841017488,False,a ,1.6151875,,,,
HumScrm,humans,45,False,RLELO,0.849537997913894,False,a ,4.93236336407256, b ,5.08106403008027,,
HumScrm,humans,45,True,RLELO,0.846305431500953,False,a ,6.60552804368541, b ,3.82505914520113,,
HumScrm,humans,46,False,RLELO,0.519291950092376,False,a ,1.95581086906689, b ,1.73452166294412,,
HumScrm,humans,46,True,RLELO,0.519291950092376,False,a ,1.95581086906689, b ,1.73452166294412,,
HumScrm,humans,47,False,RLELO,0.870368421547031,False,a ,6.36171146682623, b ,5.562046691982,,
RGMDL1,macaques,2,False,Trabasso,0.727340025465636,False,h ,-0.5,,,,
HumScrm,humans,47,True,RLELO,0.870368421547031,False,a ,6.36171146682623, b ,5.562046691982,,
Camarena,pigeons,1,False,SiemannDelius,0.778417097228746,False,bMinus ,2.80698253104073, bPlus ,1.73895646223854, e ,2.47676268329273
RGMDL2,macaques,2,False,SCTinterpr,0.430986043139387,False,a ,1.499,,,,
FHL,macaques,3,False,SCT,0.575789053136236,False,a ,0.501,,,,
RGMDL3,macaques,2,False,SCT,0.65752092669316,False,a ,2.626,,,,
HumScrm,humans,48,False,RLELO,0.568723041739516,False,a ,4.85197569976556, b ,4.13250053760215,,
HumScrm,humans,48,True,RLELO,0.568723041739516,False,a ,4.85197569976556, b ,4.13250053760215,,
RGMDL3,macaques,3,True,SCT,0.517057569296375,False,a ,-0.5088125,,,,
HumScrm,humans,49,False,RLELO,0.533749161836969,False,a ,6.37574244658412, b ,6.15300191485495,,
HumScrm,humans,49,True,RLELO,0.529687591557589,False,a ,6.3682110167049, b ,6.16983040119879,,
RGMDL1,macaques,3,False,Trabasso,0.638578818404574,False,h ,-0.5,,,,
HumScrm,humans,50,False,RLELO,0.901499728464477,False,a ,4.5955525087077, b ,4.35597286125872,,
HumScrm,humans,50,True,RLELO,0.901499728464477,False,a ,4.5955525087077, b ,4.35597286125872,,
Camarena,pigeons,4,False,SiemannDelius,0.759577928778005,False,bMinus ,2.44600443639155, bPlus ,1.50629067449159, e ,2.30504971212607
HumScrm,humans,51,False,RLELO,0.884965043641106,False,a ,4.43635209365012, b ,5.02574108998985,,
HumScrm,humans,51,True,RLELO,0.887464816651761,False,a ,4.43166841249487, b ,5.02642513344475,,
RGMDL3,macaques,3,False,SCT,0.623350978909335,False,a ,1.251,,,,
HumScrm,humans,52,False,RLELO,0.758729008776114,False,a ,6.83568328340297, b ,6.45045770506555,,
HumScrm,humans,52,True,RLELO,0.739043914344869,False,a ,6.83750712059487, b ,6.43324134603676,,
RGMDL3,macaques,4,True,SCT,0.535314285714286,False,a ,0.55959375,,,,
HumScrm,humans,53,False,RLELO,0.792892835791197,False,a ,2.2623332248454, b ,1.90304530917198,,
RGMDL2,macaques,3,False,SCTinterpr,0.566484474390991,False,a ,2.999,,,,
HumScrm,humans,53,True,RLELO,0.792892835791197,False,a ,2.2623332248454, b ,1.90304530917198,,
Camarena,pigeons,5,False,SiemannDelius,0.715981502923531,False,bMinus ,0.375720515559431, bPlus ,0.696520799825812, e ,0.228089112225752
HumScrm,humans,54,False,RLELO,0.518747415294501,False,a ,2.70282589041572, b ,-2.23525176913367,,
RGMDL1,macaques,4,False,Trabasso,0.744850948509485,False,h ,-0.5,,,,
HumScrm,humans,54,True,RLELO,0.518747415294501,False,a ,2.70282589041572, b ,-2.23525176913367,,
HumScrm,humans,55,False,RLELO,0.763468537268088,False,a ,6.22677912808093, b ,3.94850423490302,,
HumScrm,humans,55,True,RLELO,0.763468537268088,False,a ,6.22677912808093, b ,3.94850423490302,,
FHL,macaques,1,False,BushMosteller,0.607479037816632,False,Db ,0.0723125,,,,
RGMDL3,macaques,4,False,SCT,0.542226720647773,False,a ,-0.485375,,,,
HumScrm,humans,56,False,RLELO,0.500000271690185,False,a ,-0.103817215883629, b ,-0.001371184256969,,
HumScrm,humans,56,True,RLELO,0.500000271690185,False,a ,-0.103817215883629, b ,-0.001371184256969,,
Camarena,pigeons,6,False,SiemannDelius,0.795643096667268,False,bMinus ,2.57115207462955, bPlus ,1.69842608425749, e ,2.08330297050119
RGMDL3,macaques,1,True,BushMosteller,0.559405483658475,False,Db ,0.72365625,,,,
HumScrm,humans,57,False,RLELO,0.801660132260464,False,a ,4.86615948244968, b ,4.11794427524901,,
HumScrm,humans,57,True,RLELO,0.792711630663859,False,a ,4.49621245128498, b ,4.44910860838947,,
RGMDL1,macaques,1,False,DeSoto,0.629061528899938,False,a ,0.5,,,,
HumScrm,humans,58,False,RLELO,0.876503233740994,False,a ,4.04107306006219, b ,4.95412615354811,,
HumScrm,humans,58,True,RLELO,0.876503233740994,False,a ,4.04107306006219, b ,4.95412615354811,,
RGMDL2,macaques,4,False,SCTinterpr,0.542957544463569,False,a ,1.56540625,,,,
HumScrm,humans,59,False,RLELO,0.692049025201306,False,a ,3.83092173170305, b ,5.31335252493044,,
HumScrm,humans,59,True,RLELO,0.692049025201306,False,a ,3.83092173170305, b ,5.31335252493044,,
HumScrm,humans,60,False,RLELO,0.533765886038206,False,a ,0.677117736314504, b ,0.500692423826725,,
HumScrm,humans,60,True,RLELO,0.533765886038206,False,a ,0.677117736314504, b ,0.500692423826725,,
RGMDL1,macaques,2,False,DeSoto,0.727340025465636,False,a ,0.5,,,,
Camarena,pigeons,7,False,SiemannDelius,0.84616163603373,False,bMinus ,2.53768825214151, bPlus ,1.6809732886507, e ,2.16008296519342
HumScrm,humans,61,False,RLELO,0.521928842581244,False,a ,3.11937930523068, b ,3.55435277947098,,
HumScrm,humans,61,True,RLELO,0.521928842581244,False,a ,3.11937930523068, b ,3.55435277947098,,
RGMDL3,macaques,2,True,BushMosteller,0.559756586328669,False,Db ,0.73146875,,,,
RGMDL3,macaques,1,False,BushMosteller,0.601390225814513,False,Db ,0.0244375,,,,
HumScrm,humans,62,False,RLELO,0.7322709227845,False,a ,3.82447932770929, b ,5.23816074073805,,
HumScrm,humans,62,True,RLELO,0.7322709227845,False,a ,3.82447932770929, b ,5.23816074073805,,
RGMDL1,macaques,3,False,DeSoto,0.638488066067701,False,a ,0.5,,,,
HumScrm,humans,63,False,RLELO,0.521928842581244,False,a ,3.11937930523068, b ,3.55435277947098,,
HumScrm,humans,63,True,RLELO,0.521928842581244,False,a ,3.11937930523068, b ,3.55435277947098,,
Camarena,pigeons,8,False,SiemannDelius,0.781528505267118,False,bMinus ,1.39860725709461, bPlus ,1.64431212187661, e ,0.292503474554019
HumScrm,humans,64,False,RLELO,0.901499728464477,False,a ,4.5955525087077, b ,4.35597286125872,,
HumScrm,humans,64,True,RLELO,0.901499728464477,False,a ,4.5955525087077, b ,4.35597286125872,,
HumScrm,humans,65,False,RLELO,0.893714249178403,False,a ,4.61934739833102, b ,4.81073686132999,,
HumScrm,humans,65,True,RLELO,0.893714249178403,False,a ,4.61934739833102, b ,4.81073686132999,,
RGMDL1,macaques,4,False,DeSoto,0.744823848238482,False,a ,0.5,,,,
HumScrm,humans,66,False,RLELO,0.891216992338546,False,a ,6.78567659046767, b ,6.53434514110859,,
HumScrm,humans,66,True,RLELO,0.910903331346421,False,a ,6.78468255163008, b ,6.53012084601725,,
RGMDL3,macaques,3,True,BushMosteller,0.543022611182799,False,Db ,0.73146875,,,,
HumScrm,humans,67,False,RLELO,0.819333944559124,False,a ,4.56962460447172, b ,4.38027527414196,,
FHL,macaques,2,False,BushMosteller,0.631552182882126,False,Db ,0.0673125,,,,
HumScrm,humans,67,True,RLELO,0.819333944559124,False,a ,4.56962460447172, b ,4.38027527414196,,
Camarena,pigeons,9,False,SiemannDelius,0.718977253894014,False,bMinus ,1.44079643835021, bPlus ,1.67027786573386, e ,0.240733740575945
RGMDL3,macaques,2,False,BushMosteller,0.592932902783935,False,Db ,0.7245625,,,,
HumScrm,humans,68,False,RLELO,0.518632577783771,False,a ,0.49539909247326, b ,0.313197474666531,,
HumScrm,humans,68,True,RLELO,0.518632577783771,False,a ,0.49539909247326, b ,0.313197474666531,,
RGMDL2,macaques,1,False,SiemannDelius,0.876023533307008,False,bMinus ,0.245649283333215, bPlus ,0.325762236533373, e ,0.135410400710282
HumScrm,humans,69,False,RLELO,0.723419732259598,False,a ,5.72082575310546, b ,6.20853075049714,,
HumScrm,humans,69,True,RLELO,0.723419732259598,False,a ,5.72082575310546, b ,6.20853075049714,,
HumScrm,humans,70,False,RLELO,0.916054081261178,False,a ,4.38468570584137, b ,4.55971306714775,,
HumScrm,humans,70,True,RLELO,0.916054081261178,False,a ,4.38468570584137, b ,4.55971306714775,,
HumScrm,humans,71,False,RLELO,0.896797093686435,False,a ,5.09172361647134, b ,3.95223927197673,,
Camarena,pigeons,10,False,SiemannDelius,0.774851013110846,False,bMinus ,2.44977510930041, bPlus ,1.21144525212546, e ,2.69221807745565
HumScrm,humans,71,True,RLELO,0.896797093686435,False,a ,5.09172361647134, b ,3.95223927197673,,
FHL,macaques,3,False,BushMosteller,0.573677385173541,False,Db ,0.13571875,,,,
HumScrm,humans,72,False,RLELO,0.859984584847024,False,a ,3.89027966194892, b ,4.16136818969395,,
HumScrm,humans,72,True,RLELO,0.831244887659402,False,a ,3.8643970914647, b ,4.17412941370488,,
RGMDL3,macaques,3,False,BushMosteller,0.571135267960589,False,Db ,0.71575,,,,
RGMDL3,macaques,4,True,BushMosteller,0.55073929189177,False,Db ,0.71784375,,,,
HumScrm,humans,73,False,RLELO,0.789037515200297,False,a ,5.72285245392934, b ,6.2118807363149,,
RGMDL1,macaques,1,False,SCTinterpr,0.478558110627719,False,a ,1.499,,,,
HumScrm,humans,73,True,RLELO,0.789037515200297,False,a ,5.72285245392934, b ,6.2118807363149,,
HumScrm,humans,74,False,RLELO,0.499948300903562,False,a ,0.867618941853725, b ,1.74494513466586,,
HumScrm,humans,74,True,RLELO,0.499948300903562,False,a ,0.867618941853725, b ,1.74494513466586,,
Camarena,pigeons,11,False,SiemannDelius,0.752557570733094,False,bMinus ,0.388071876181362, bPlus ,1.53016335490759, e ,0.279605370498163
HumScrm,humans,75,False,RLELO,0.815595628984351,False,a ,4.03482296575674, b ,4.98668125106255,,
HumScrm,humans,75,True,RLELO,0.815595628984351,False,a ,4.03482296575674, b ,4.98668125106255,,
HumScrm,humans,76,False,RLELO,0.518828400667462,False,a ,3.12588329199801, b ,3.1116485271878,,
HumScrm,humans,76,True,RLELO,0.518828400667462,False,a ,3.12588329199801, b ,3.1116485271878,,
HumScrm,humans,77,False,RLELO,0.818656241267219,False,a ,4.65983154020428, b ,4.29857926787331,,
HumScrm,humans,77,True,RLELO,0.818656241267219,False,a ,4.65983154020428, b ,4.29857926787331,,
HumScrm,humans,1,False,Trabasso,0.803125,False,h ,-0.5,,,,
RGMDL2,macaques,2,False,SiemannDelius,0.879467220274161,False,bMinus ,0.551568915950243, bPlus ,2.5001677851345, e ,0.670458033094393
HumScrm,humans,1,True,Trabasso,0.803125,False,h ,-0.5,,,,
HumScrm,humans,2,False,Trabasso,0.59375,False,h ,-0.5,,,,
HumScrm,humans,2,True,Trabasso,0.59375,False,h ,-0.5,,,,
HumScrm,humans,3,False,Trabasso,0.6875,False,h ,-0.5,,,,
Camarena,pigeons,2,False,SiemannDelius,0.709661519762538,False,bMinus ,2.33991463649068, bPlus ,2.5979792744505, e ,0.090487358505988
HumScrm,humans,3,True,Trabasso,0.6875,False,h ,-0.5,,,,
HumScrm,humans,4,False,Trabasso,0.790625,False,h ,-0.5,,,,
HumScrm,humans,4,True,Trabasso,0.790625,False,h ,-0.5,,,,
HumScrm,humans,5,False,Trabasso,0.665,False,h ,-0.5,,,,
RGMDL3,macaques,4,False,BushMosteller,0.610837895982967,False,Db ,0.0068125,,,,
HumScrm,humans,5,True,Trabasso,0.703125,False,h ,-0.5,,,,
HumScrm,humans,6,False,Trabasso,0.7875,False,h ,-0.5,,,,
RGMDL3,macaques,1,True,configuralCuesWynne95,0.625237682425374,False,a ,3.97061367241762, B ,0.111239486926603, y ,2.81823696900678
HumScrm,humans,6,True,Trabasso,0.7875,False,h ,-0.5,,,,
HumScrm,humans,7,False,Trabasso,0.784375,False,h ,-0.5,,,,
FHL,macaques,1,False,configuralCuesWynne95,0.614969252195965,False,a ,5.19112926277964, B ,0.115671716334393, y ,2.67848072495739
HumScrm,humans,7,True,Trabasso,0.784375,False,h ,-0.5,,,,
HumScrm,humans,8,False,Trabasso,0.78125,False,h ,-0.5,,,,
HumScrm,humans,8,True,Trabasso,0.78125,False,h ,-0.5,,,,
HumScrm,humans,9,False,Trabasso,0.784375,False,h ,-0.5,,,,
HumScrm,humans,9,True,Trabasso,0.784375,False,h ,-0.5,,,,
HumScrm,humans,10,False,Trabasso,0.753125,False,h ,-0.5,,,,
Camarena,pigeons,1,False,SCT,0.610380460310005,False,a ,2.235375,,,,
HumScrm,humans,10,True,Trabasso,0.753125,False,h ,-0.5,,,,
RGMDL1,macaques,2,False,SCTinterpr,0.550590743537355,False,a ,4.49709375,,,,
HumScrm,humans,11,False,Trabasso,0.550984128641537,False,h ,0.5985625,,,,
HumScrm,humans,11,True,Trabasso,0.550984128641537,False,h ,0.5985625,,,,
HumScrm,humans,12,False,Trabasso,0.809375,False,h ,-0.5,,,,
HumScrm,humans,12,True,Trabasso,0.809375,False,h ,-0.5,,,,
HumScrm,humans,13,False,Trabasso,0.853125,False,h ,-0.5,,,,
HumScrm,humans,13,True,Trabasso,0.853125,False,h ,-0.5,,,,
HumScrm,humans,14,False,Trabasso,0.8,False,h ,-0.5,,,,
Camarena,pigeons,4,False,SCT,0.565898912348049,False,a ,1.124,,,,
HumScrm,humans,14,True,Trabasso,0.8,False,h ,-0.5,,,,
HumScrm,humans,15,False,Trabasso,0.728125,False,h ,-0.5,,,,
HumScrm,humans,15,True,Trabasso,0.728125,False,h ,-0.5,,,,
HumScrm,humans,16,False,Trabasso,0.74375,False,h ,-0.5,,,,
HumScrm,humans,16,True,Trabasso,0.74375,False,h ,-0.5,,,,
HumScrm,humans,17,False,Trabasso,0.69375,False,h ,-0.5,,,,
HumScrm,humans,17,True,Trabasso,0.69375,False,h ,-0.5,,,,
HumScrm,humans,18,False,Trabasso,0.505352564102564,False,h ,19.5,,,,
Camarena,pigeons,5,False,SCT,0.590216186252772,False,a ,0.501,,,,
HumScrm,humans,18,True,Trabasso,0.505352564102564,False,h ,19.5,,,,
RGMDL3,macaques,2,True,configuralCuesWynne95,0.781456666851027,False,a ,5.54545903651236, B ,0.273840463379322, y ,3.49705932535822
RGMDL3,macaques,1,False,configuralCuesWynne95,0.645941728896752,False,a ,3.77078074000743, B ,0.122905134770119, y ,2.2028392818081
HumScrm,humans,19,False,Trabasso,0.536410256410257,False,h ,19.5,,,,
RGMDL2,macaques,3,False,SiemannDelius,0.858737528155276,False,bMinus ,1.44442875498904, bPlus ,1.31149908468929, e ,0.464925667730446
HumScrm,humans,19,True,Trabasso,0.536410256410257,False,h ,19.5,,,,
HumScrm,humans,20,False,Trabasso,0.740625,False,h ,-0.5,,,,
HumScrm,humans,20,True,Trabasso,0.740625,False,h ,-0.5,,,,
HumScrm,humans,21,False,Trabasso,0.546836855952427,False,h ,0.79878125,,,,
HumScrm,humans,21,True,Trabasso,0.546836855952427,False,h ,0.79878125,,,,
Camarena,pigeons,6,False,SCT,0.719749819581429,False,a ,1.3135,,,,
RGMDL1,macaques,3,False,SCTinterpr,0.577366367183955,False,a ,-3.499,,,,
HumScrm,humans,22,False,Trabasso,0.59524212698042,False,h ,0.401390625,,,,
HumScrm,humans,22,True,Trabasso,0.59524212698042,False,h ,0.401390625,,,,
HumScrm,humans,23,False,Trabasso,0.790625,False,h ,-0.5,,,,
HumScrm,humans,23,True,Trabasso,0.790625,False,h ,-0.5,,,,
HumScrm,humans,24,False,Trabasso,0.703125,False,h ,-0.5,,,,
HumScrm,humans,24,True,Trabasso,0.703125,False,h ,-0.5,,,,
HumScrm,humans,25,False,Trabasso,0.70625,False,h ,-0.5,,,,
HumScrm,humans,25,True,Trabasso,0.70625,False,h ,-0.5,,,,
HumScrm,humans,26,False,Trabasso,0.540625,False,h ,-0.5,,,,
HumScrm,humans,26,True,Trabasso,0.540625,False,h ,-0.5,,,,
HumScrm,humans,27,False,Trabasso,0.7875,False,h ,-0.5,,,,
Camarena,pigeons,7,False,SCT,0.64062855841494,False,a ,0.874,,,,
HumScrm,humans,27,True,Trabasso,0.778125,False,h ,-0.5,,,,
HumScrm,humans,28,False,Trabasso,0.8,False,h ,-0.5,,,,
HumScrm,humans,28,True,Trabasso,0.85,False,h ,-0.5,,,,
HumScrm,humans,29,False,Trabasso,0.795,False,h ,-0.5,,,,
HumScrm,humans,29,True,Trabasso,0.803125,False,h ,-0.5,,,,
HumScrm,humans,30,False,Trabasso,0.821875,False,h ,-0.5,,,,
HumScrm,humans,30,True,Trabasso,0.821875,False,h ,-0.5,,,,
RGMDL3,macaques,3,True,configuralCuesWynne95,0.623431129705942,False,a ,3.52934569798937, B ,0.017450118906742, y ,2.83585306928578
HumScrm,humans,31,False,Trabasso,0.821875,False,h ,-0.5,,,,
FHL,macaques,2,False,configuralCuesWynne95,0.650914548444761,False,a ,4.81341977239923, B ,0.139377519527812, y ,2.56157568519439
HumScrm,humans,31,True,Trabasso,0.821875,False,h ,-0.5,,,,
Camarena,pigeons,8,False,SCT,0.661696178937558,False,a ,0.501,,,,
HumScrm,humans,32,False,Trabasso,0.75625,False,h ,-0.5,,,,
RGMDL3,macaques,2,False,configuralCuesWynne95,0.766961528655378,False,a ,5.1699148776815, B ,0.22187290661234, y ,3.23613977675864
HumScrm,humans,32,True,Trabasso,0.75625,False,h ,-0.5,,,,
HumScrm,humans,33,False,Trabasso,0.803125,False,h ,-0.5,,,,
HumScrm,humans,33,True,Trabasso,0.803125,False,h ,-0.5,,,,
HumScrm,humans,34,False,Trabasso,0.521875,False,h ,-0.5,,,,
HumScrm,humans,34,True,Trabasso,0.521875,False,h ,-0.5,,,,
HumScrm,humans,35,False,Trabasso,0.79375,False,h ,-0.5,,,,
HumScrm,humans,35,True,Trabasso,0.79375,False,h ,-0.5,,,,
HumScrm,humans,36,False,Trabasso,0.628125,False,h ,-0.5,,,,
HumScrm,humans,36,True,Trabasso,0.628125,False,h ,-0.5,,,,
HumScrm,humans,37,False,Trabasso,0.71,False,h ,-0.5,,,,
HumScrm,humans,37,True,Trabasso,0.74375,False,h ,-0.5,,,,
HumScrm,humans,38,False,Trabasso,0.840625,False,h ,-0.5,,,,
Camarena,pigeons,9,False,SCT,0.676113360323887,False,a ,2.376,,,,
RGMDL2,macaques,4,False,SiemannDelius,0.871037714921623,False,bMinus ,1.72972064904555, bPlus ,1.03697715472582, e ,1.58175546155083
HumScrm,humans,38,True,Trabasso,0.840625,False,h ,-0.5,,,,
HumScrm,humans,39,False,Trabasso,0.8125,False,h ,-0.5,,,,
HumScrm,humans,39,True,Trabasso,0.8125,False,h ,-0.5,,,,
HumScrm,humans,40,False,Trabasso,0.815625,False,h ,-0.5,,,,
HumScrm,humans,40,True,Trabasso,0.815625,False,h ,-0.5,,,,
HumScrm,humans,41,False,Trabasso,0.846875,False,h ,-0.5,,,,
HumScrm,humans,41,True,Trabasso,0.846875,False,h ,-0.5,,,,
HumScrm,humans,42,False,Trabasso,0.803125,False,h ,-0.5,,,,
RGMDL1,macaques,4,False,SCTinterpr,0.543062330623306,False,a ,2.001,,,,
HumScrm,humans,42,True,Trabasso,0.803125,False,h ,-0.5,,,,
HumScrm,humans,43,False,Trabasso,0.78125,False,h ,-0.5,,,,
HumScrm,humans,43,True,Trabasso,0.78125,False,h ,-0.5,,,,
FHL,macaques,3,False,configuralCuesWynne95,0.591229781749325,False,a ,6.00572712294755, B ,0.240756673416062, y ,3.76108409512798
HumScrm,humans,44,False,Trabasso,0.795,False,h ,-0.5,,,,
HumScrm,humans,44,True,Trabasso,0.809375,False,h ,-0.5,,,,
Camarena,pigeons,10,False,SCT,0.700953516090584,False,a ,0.749,,,,
HumScrm,humans,45,False,Trabasso,0.745,False,h ,-0.5,,,,
HumScrm,humans,45,True,Trabasso,0.753125,False,h ,-0.5,,,,
RGMDL3,macaques,4,True,configuralCuesWynne95,0.7134466824176,False,a ,4.84706349733441, B ,0.011376691550683, y ,3.14736660927046
HumScrm,humans,46,False,Trabasso,0.532971415789291,False,h ,0.5995625,,,,
RGMDL3,macaques,3,False,configuralCuesWynne95,0.6319441997092,False,a ,3.57816508956595, B ,0.136294806690865, y ,2.39573420499155
HumScrm,humans,46,True,Trabasso,0.532971415789291,False,h ,0.5995625,,,,
HumScrm,humans,47,False,Trabasso,0.771875,False,h ,-0.5,,,,
HumScrm,humans,47,True,Trabasso,0.771875,False,h ,-0.5,,,,
HumScrm,humans,48,False,Trabasso,0.546875,False,h ,-0.5,,,,
HumScrm,humans,48,True,Trabasso,0.546875,False,h ,-0.5,,,,
Camarena,pigeons,11,False,SCT,0.597232517914505,False,a ,0.501,,,,
HumScrm,humans,49,False,Trabasso,0.4975,False,h ,-0.5,,,,
HumScrm,humans,49,True,Trabasso,0.509375,False,h ,-0.5,,,,
HumScrm,humans,50,False,Trabasso,0.78125,False,h ,-0.5,,,,
HumScrm,humans,50,True,Trabasso,0.78125,False,h ,-0.5,,,,
HumScrm,humans,51,False,Trabasso,0.7675,False,h ,-0.5,,,,
HumScrm,humans,51,True,Trabasso,0.778125,False,h ,-0.5,,,,
RGMDL2,macaques,1,False,SCT,0.690038603558241,False,a ,2.485375,,,,
HumScrm,humans,52,False,Trabasso,0.6675,False,h ,-0.5,,,,
HumScrm,humans,52,True,Trabasso,0.66875,False,h ,-0.5,,,,
HumScrm,humans,53,False,Trabasso,0.728125,False,h ,-0.5,,,,
HumScrm,humans,53,True,Trabasso,0.728125,False,h ,-0.5,,,,
Camarena,pigeons,2,False,SCT,0.588176100628931,False,a ,-1.249,,,,
HumScrm,humans,54,False,Trabasso,0.542172677994371,False,h ,0.5995625,,,,
HumScrm,humans,54,True,Trabasso,0.542172677994371,False,h ,0.5995625,,,,
HumScrm,humans,55,False,Trabasso,0.690625,False,h ,-0.5,,,,
HumScrm,humans,55,True,Trabasso,0.690625,False,h ,-0.5,,,,
HumScrm,humans,56,False,Trabasso,0.507227564102564,False,h ,19.5,,,,
HumScrm,humans,56,True,Trabasso,0.507227564102564,False,h ,19.5,,,,
RGMDL3,macaques,1,True,RescorlaWagnerBS,0.51500357446917,False,a ,0.789415638586814, b ,1.74349530206506,,
HumScrm,humans,57,False,Trabasso,0.72,False,h ,-0.5,,,,
HumScrm,humans,57,True,Trabasso,0.703125,False,h ,-0.5,,,,
HumScrm,humans,58,False,Trabasso,0.78125,False,h ,-0.5,,,,
HumScrm,humans,58,True,Trabasso,0.78125,False,h ,-0.5,,,,
FHL,macaques,1,False,RescorlaWagnerBS,0.542940229415203,False,a ,0.574999413044289, b ,2.17799908372446,,
HumScrm,humans,59,False,Trabasso,0.653125,False,h ,-0.5,,,,
HumScrm,humans,59,True,Trabasso,0.653125,False,h ,-0.5,,,,
RGMDL3,macaques,4,False,configuralCuesWynne95,0.712845781837258,False,a ,4.57611302019376, B ,0.028848788724439, y ,2.99029206676644
Camarena,pigeons,1,False,BushMosteller,0.739442425424228,False,Db ,0.260765625,,,,
HumScrm,humans,60,False,Trabasso,0.546570311616333,False,h ,0.598609375,,,,
HumScrm,humans,60,True,Trabasso,0.546570311616333,False,h ,0.598609375,,,,
HumScrm,humans,61,False,Trabasso,0.574967520144809,False,h ,0.401390625,,,,
HumScrm,humans,61,True,Trabasso,0.574967520144809,False,h ,0.401390625,,,,
RGMDL2,macaques,2,False,SCT,0.671741888707631,False,a ,2.5400625,,,,
HumScrm,humans,62,False,Trabasso,0.696875,False,h ,-0.5,,,,
HumScrm,humans,62,True,Trabasso,0.696875,False,h ,-0.5,,,,
HumScrm,humans,63,False,Trabasso,0.574967520144809,False,h ,0.401390625,,,,
HumScrm,humans,63,True,Trabasso,0.574967520144809,False,h ,0.401390625,,,,
Camarena,pigeons,4,False,BushMosteller,0.731029253985665,False,Db ,0.3193125,,,,
HumScrm,humans,64,False,Trabasso,0.78125,False,h ,-0.5,,,,
HumScrm,humans,64,True,Trabasso,0.78125,False,h ,-0.5,,,,
HumScrm,humans,65,False,Trabasso,0.790625,False,h ,-0.5,,,,
HumScrm,humans,65,True,Trabasso,0.790625,False,h ,-0.5,,,,
HumScrm,humans,66,False,Trabasso,0.7875,False,h ,-0.5,,,,
HumScrm,humans,66,True,Trabasso,0.8125,False,h ,-0.5,,,,
RGMDL1,macaques,1,False,SiemannDelius,0.629115755591113,False,bMinus ,1.75674776804477, bPlus ,1.6895188138003, e ,0.647313162115405
HumScrm,humans,67,False,Trabasso,0.734375,False,h ,-0.5,,,,
HumScrm,humans,67,True,Trabasso,0.734375,False,h ,-0.5,,,,
RGMDL3,macaques,2,True,RescorlaWagnerBS,0.501685725029453,False,a ,0.330244285023112, b ,1.15212882760747,,
HumScrm,humans,68,False,Trabasso,0.534322552903158,False,h ,0.5995625,,,,
HumScrm,humans,68,True,Trabasso,0.534322552903158,False,h ,0.5995625,,,,
HumScrm,humans,69,False,Trabasso,0.64375,False,h ,-0.5,,,,
HumScrm,humans,69,True,Trabasso,0.64375,False,h ,-0.5,,,,
RGMDL3,macaques,1,False,RescorlaWagnerBS,0.532918871392659,False,a ,0.891540684059314, b ,1.64386048862036,,
Camarena,pigeons,5,False,BushMosteller,0.671342607226443,False,Db ,0.30178125,,,,
HumScrm,humans,70,True,Trabasso,0.80625,False,h ,-0.5,,,,
HumScrm,humans,70,False,Trabasso,0.80625,False,h ,-0.5,,,,
HumScrm,humans,71,True,Trabasso,0.78125,False,h ,-0.5,,,,
HumScrm,humans,71,False,Trabasso,0.78125,False,h ,-0.5,,,,
RGMDL2,macaques,3,False,SCT,0.609786552325307,False,a ,0.501,,,,
HumScrm,humans,72,True,Trabasso,0.7125,False,h ,-0.5,,,,
HumScrm,humans,72,False,Trabasso,0.73,False,h ,-0.5,,,,
HumScrm,humans,73,True,Trabasso,0.690625,False,h ,-0.5,,,,
HumScrm,humans,73,False,Trabasso,0.690625,False,h ,-0.5,,,,
HumScrm,humans,74,True,Trabasso,0.53123569598216,False,h ,0.399390625,,,,
HumScrm,humans,74,False,Trabasso,0.53123569598216,False,h ,0.399390625,,,,
HumScrm,humans,75,True,Trabasso,0.734375,False,h ,-0.5,,,,
HumScrm,humans,75,False,Trabasso,0.734375,False,h ,-0.5,,,,
HumScrm,humans,76,True,Trabasso,0.497243929531902,False,h ,0.80178125,,,,
HumScrm,humans,76,False,Trabasso,0.497243929531902,False,h ,0.80178125,,,,
Camarena,pigeons,6,False,BushMosteller,0.732335469886716,False,Db ,0.00390625,,,,
