source,species,id,onlyTrainingOptimization,model,performance,adaptModelInTesting,parameter1,value1,parameter2,value2,parameter3,value3
WaspsNew,wasps,D216,True,configuralCuesWynne95,0.712370392523652,False,a ,8.09766594166903, B ,3.39582891252181, y ,3.23275929107044
HumScrm,humans,51,True,SCT,0.8140625,False,a ,1.5088125,,,,
WaspsNew,wasps,D217,True,configuralCuesWynne95,0.537436963252934,False,a ,-7.08753221072061, B ,3.15601635229038, y ,1.48124051658575
HumScrm,humans,51,False,SCT,0.69375,False,a ,2.49709375,,,,
RGMDL1,macaques,1,True,BushMosteller,0.538794715165257,False,Db ,0.9483125,,,,
WaspsNew,wasps,D223,True,configuralCuesWynne95,0.618803278233965,False,a ,5.06470909203671, B ,1.25127109556901, y ,3.45987344122392
WaspsNew,wasps,D229,True,configuralCuesWynne95,0.720005715259405,False,a ,6.48135279054277, B ,1.14311265661876, y ,4.30953424627476
WaspsNew,wasps,D239B,True,configuralCuesWynne95,0.618803683230254,False,a ,5.0648434755538, B ,1.2518023506942, y ,3.46004011189549
WaspsNew,wasps,D257,True,configuralCuesWynne95,0.744498376328297,False,a ,6.39880021845514, B ,1.12525345068319, y ,3.89042294957912
HumScrm,humans,52,False,SCT,0.65375,False,a ,0.501,,,,
WaspsNew,wasps,D67A,True,configuralCuesWynne95,0.595611770853437,False,a ,6.21571455413508, B ,1.2205194125441, y ,4.55457408076372
HumScrm,humans,52,True,SCT,0.5453125,False,a ,3.749,,,,
WaspsNew,wasps,D81B,True,configuralCuesWynne95,0.669593590277802,False,a ,5.86422584149535, B ,1.2140332313304, y ,3.91598434743376
WaspsNew,wasps,D92B,True,configuralCuesWynne95,0.669132747961045,False,a ,6.34296078769132, B ,0.857572276614358, y ,3.40009486876504
WaspsNew,wasps,D122,True,configuralCuesWynne95,0.635733408443682,False,a ,4.99876029086132, B ,1.09611229168297, y ,0.26839569855846
WaspsNew,wasps,D133,True,configuralCuesWynne95,0.609855511765769,False,a ,4.40352143260994, B ,1.03488685843908, y ,0.022080151680777
HumScrm,humans,53,False,SCT,0.575,False,a ,1.44040625,,,,
HumScrm,humans,53,True,SCT,0.7453125,False,a ,1.501,,,,
WaspsNew,wasps,D140,True,configuralCuesWynne95,0.711182130531921,False,a ,5.7647651886559, B ,1.26962250156996, y ,0.417319381108955
WaspsNew,wasps,D149,True,configuralCuesWynne95,0.610940620892221,False,a ,4.94313319543049, B ,1.02718486897337, y ,0.213500580836018
WaspsNew,wasps,D15,True,configuralCuesWynne95,0.660163262765297,False,a ,4.92525281604859, B ,1.30525410383326, y ,0.378899999859626
FHL,macaques,2,True,RescorlaWagnerBS,0.511326808218298,False,a ,0.535700796434833, b ,2.15641049477637,,
WaspsNew,wasps,D22,True,configuralCuesWynne95,0.709885103514698,False,a ,5.06327839487559, B ,1.09631221397626, y ,0.791940599656298
HumScrm,humans,54,False,SCT,0.49375,False,a ,1.626,,,,
HumScrm,humans,54,True,SCT,0.5140625,False,a ,-0.499,,,,
WaspsNew,wasps,D43,True,configuralCuesWynne95,0.610031433805824,False,a ,4.49536350766096, B ,1.00626138141414, y ,0.017139148795774
WaspsNew,wasps,D45,True,configuralCuesWynne95,0.762124290854169,False,a ,7.22804003141887, B ,1.05454594535088, y ,1.15503981047275
WaspsNew,wasps,D50,True,configuralCuesWynne95,0.709930779034838,False,a ,5.07713093956866, B ,1.12733318637704, y ,0.711678828587987
WaspsNew,wasps,D55,True,configuralCuesWynne95,0.510808681662338,False,a ,2.22790889268527, B ,1.10661801050711, y ,0.030135678256067
HumScrm,humans,55,True,SCT,0.609375,False,a ,-0.014625,,,,
HumScrm,humans,55,False,SCT,0.678125,False,a ,0.34275,,,,
WaspsNew,wasps,D71,True,configuralCuesWynne95,0.610961950765449,False,a ,4.96056285075648, B ,1.27685696393692, y ,0.279648687658231
WaspsNew,wasps,M17,True,configuralCuesWynne95,0.73732979906443,False,a ,7.93368712816732, B ,4.54706844247553, y ,3.51069818325773
RGMDL2,macaques,2,True,RescorlaWagnerBS,0.500307052850983,False,a ,-0.14100040741702, b ,0.459192461010478,,
WaspsNew,wasps,M21,True,configuralCuesWynne95,0.64196267168683,False,a ,4.9830518965745, B ,1.21180224775478, y ,2.57737043840215
WaspsNew,wasps,M22,True,configuralCuesWynne95,0.503764101160862,False,a ,-0.465820817646174, B ,1.94142960189433, y ,1.49647512708664
HumScrm,humans,56,False,SCT,0.4515625,False,a ,0.501,,,,
WaspsNew,wasps,M23,True,configuralCuesWynne95,0.595962916687204,False,a ,6.55263157616778, B ,1.86822619317555, y ,4.28723558232308
HumScrm,humans,56,True,SCT,0.475,False,a ,-0.62790625,,,,
FHL,macaques,3,True,RescorlaWagnerBS,0.504490938817049,False,a ,0.406740554730337, b ,1.99590958167058,,
WaspsNew,wasps,M28B,True,configuralCuesWynne95,0.645018989170912,False,a ,5.94365489588841, B ,1.18321740154377, y ,4.18114601000183
RGMDL1,macaques,2,True,BushMosteller,0.540533745950985,False,Db ,0.72946875,,,,
RGMDL1,macaques,4,False,VTTBS,0.572859094078249,False,a ,0.959729496977395, b ,1.96300295814845, t ,0.421247151838994
WaspsNew,wasps,M29,True,configuralCuesWynne95,0.6964470942532,False,a ,6.01372770904289, B ,2.00823185322432, y ,3.9161019180908
WaspsNew,wasps,M31A,True,configuralCuesWynne95,0.669549104377094,False,a ,5.87704672354612, B ,1.38260167173382, y ,3.86510511227003
RGMDL1,macaques,1,False,RandomModel,0.5,False,a ,0,,,,
WaspsNew,wasps,M10A,True,configuralCuesWynne95,0.559246154493578,False,a ,3.54341155760415, B ,1.16501373541068, y ,0.688817925036494
HumScrm,humans,57,False,SCT,0.595,False,a ,0.53025,,,,
WaspsNew,wasps,M10B,True,configuralCuesWynne95,0.635759329098378,False,a ,5.01416168409575, B ,1.09382024976081, y ,0.273587920517891
HumScrm,humans,57,True,SCT,0.6609375,False,a ,-0.4385,,,,
RGMDL1,macaques,2,False,RandomModel,0.5,False,a ,0,,,,
WaspsNew,wasps,M11,True,configuralCuesWynne95,0.587477489420434,False,a ,8.95817538068727, B ,3.39640178320646, y ,0.778030296374566
RGMDL1,macaques,3,False,RandomModel,0.5,False,a ,0,,,,
WaspsNew,wasps,M24,True,configuralCuesWynne95,0.659064332796296,False,a ,4.5157913610972, B ,1.28135920596426, y ,0.780638381902486
WaspsNew,wasps,M32A,True,configuralCuesWynne95,0.559901201776525,False,a ,3.75954300861289, B ,1.22381444555357, y ,0.168810397961611
HumScrm,humans,58,True,SCT,0.6546875,False,a ,0.501,,,,
RGMDL1,macaques,4,False,RandomModel,0.5,False,a ,0,,,,
HumScrm,humans,58,False,SCT,0.690625,False,a ,-0.019578125,,,,
WaspsNew,wasps,M32C,True,configuralCuesWynne95,0.55924010876447,False,a ,3.54134407934418, B ,1.16655401478912, y ,0.689754498113368
WaspsNew,wasps,M4,True,configuralCuesWynne95,0.610906858636486,False,a ,4.92650926251436, B ,1.02076513207484, y ,0.238537298704116
WaspsNew,wasps,M6,True,configuralCuesWynne95,0.533289857821124,False,a ,2.68828590112366, B ,1.21906509903932, y ,0.482279654542094
HumScrm,humans,59,True,SCT,0.5265625,False,a ,-0.499,,,,
WaspsNew,wasps,M7,True,configuralCuesWynne95,0.558056323763807,False,a ,3.21598479744708, B ,1.22662111045902, y ,0.42140888874566
HumScrm,humans,59,False,SCT,0.634375,False,a ,5.501,,,,
WaspsNew,wasps,M9,True,configuralCuesWynne95,0.683130281140198,False,a ,4.41211505567282, B ,1.2059943193187, y ,0.689598420408106
RGMDL1,macaques,3,True,BushMosteller,0.525664777475262,False,Db ,0.731421875,,,,
WaspsNew,wasps,D139,True,RescorlaWagnerBS,0.693275383501107,False,a ,0.71942980635847, b ,2.57149599306735,,
FHL,macaques,1,True,RescorlaWagnerWynne95,0.520318219616945,False,a ,2.22358412911175, B ,0.038217785186355,,
WaspsNew,wasps,D187,True,RescorlaWagnerBS,0.615921670298437,False,a ,1.12997779372452, b ,1.83333461867456,,
HumScrm,humans,60,True,SCT,0.60625,False,a ,0.59084375,,,,
WaspsNew,wasps,D201,True,RescorlaWagnerBS,0.587955499399563,False,a ,0.651584594208054, b ,2.19343381588888,,
HumScrm,humans,60,False,SCT,0.5984375,False,a ,1.485375,,,,
RGMDL2,macaques,3,True,RescorlaWagnerBS,0.559094588565967,False,a ,-0.939595122488538, b ,-0.428500648534443,,
WaspsNew,wasps,D216,True,RescorlaWagnerBS,0.625499875854299,False,a ,1.11612093997402, b ,2.15572270827771,,
WaspsNew,wasps,D217,True,RescorlaWagnerBS,0.547129254610443,False,a ,1.2425613182381, b ,0.490904649238989,,
HumScrm,humans,61,True,SCT,0.4578125,False,a ,-1.001,,,,
WaspsNew,wasps,D223,True,RescorlaWagnerBS,0.57782673836889,False,a ,0.546752952648669, b ,2.69744976302516,,
HumScrm,humans,61,False,SCT,0.4484375,False,a ,0.7411875,,,,
WaspsNew,wasps,D229,True,RescorlaWagnerBS,0.656719070471768,False,a ,0.631757079869615, b ,2.67733527184922,,
WaspsNew,wasps,D239B,True,RescorlaWagnerBS,0.567128710576474,False,a ,0.662946531333248, b ,1.92661194672195,,
HumScrm,humans,62,True,SCT,0.665625,False,a ,0.501,,,,
WaspsNew,wasps,D257,True,RescorlaWagnerBS,0.667092777170933,False,a ,0.684689010229201, b ,2.38267996129804,,
HumScrm,humans,62,False,SCT,0.69375,False,a ,0.5615,,,,
WaspsNew,wasps,D67A,True,RescorlaWagnerBS,0.55064404261324,False,a ,1.22060502784697, b ,0.46805334941533,,
WaspsNew,wasps,D81B,True,RescorlaWagnerBS,0.625435219736013,False,a ,0.572083192904561, b ,3.26003305943843,,
HumScrm,humans,63,True,SCT,0.5046875,False,a ,0.500953125,,,,
WaspsNew,wasps,D92B,True,RescorlaWagnerBS,0.625174273076052,False,a ,0.59655115887166, b ,3.22616416107832,,
WaspsNew,wasps,D122,True,RescorlaWagnerBS,0.583132364111502,False,a ,0.636781294984812, b ,1.94982555280679,,
HumScrm,humans,63,False,SCT,0.5,False,a ,2.001,,,,
WaspsNew,wasps,D133,True,RescorlaWagnerBS,0.579717464248152,False,a ,0.614646437335693, b ,2.7153791640622,,
WaspsNew,wasps,D140,True,RescorlaWagnerBS,0.652787566550477,False,a ,0.655950164371565, b ,2.5732625935908,,
HumScrm,humans,64,True,SCT,0.7296875,False,a ,2.501,,,,
WaspsNew,wasps,D149,True,RescorlaWagnerBS,0.573762461615291,False,a ,1.21577967222319, b ,0.79486163521679,,
HumScrm,humans,64,False,SCT,0.7515625,False,a ,2.09475,,,,
WaspsNew,wasps,D15,True,RescorlaWagnerBS,0.614747051119565,False,a ,0.654588218253829, b ,2.47935564584382,,
WaspsNew,wasps,D22,True,RescorlaWagnerBS,0.656054576856598,False,a ,0.669287208034359, b ,2.69490071533509,,
WaspsNew,wasps,D43,True,RescorlaWagnerBS,0.580013484322604,False,a ,0.570572321574467, b ,2.82100025356192,,
HumScrm,humans,65,True,SCT,0.728125,False,a ,1.639625,,,,
WaspsNew,wasps,D45,True,RescorlaWagnerBS,0.681957803636098,False,a ,0.734612892921832, b ,2.28065252227603,,
HumScrm,humans,65,False,SCT,0.6734375,False,a ,0.749,,,,
WaspsNew,wasps,D50,True,RescorlaWagnerBS,0.651092138719778,False,a ,0.667469532767754, b ,2.48346872176376,,
WaspsNew,wasps,D55,True,RescorlaWagnerBS,0.516656732577161,False,a ,1.38753264522917, b ,0.933296279891066,,
RGMDL2,macaques,4,True,RescorlaWagnerBS,0.569894593993053,False,a ,-0.90392074091655, b ,-0.559930695622485,,
WaspsNew,wasps,D71,True,RescorlaWagnerBS,0.579008853439199,False,a ,0.592788843709652, b ,2.70583075135605,,
FHL,macaques,2,True,RescorlaWagnerWynne95,0.536860704501063,False,a ,4.320582593145, B ,0.030643538541905,,
RGMDL1,macaques,4,True,BushMosteller,0.553118121943648,False,Db ,0.729515625,,,,
WaspsNew,wasps,M17,True,RescorlaWagnerBS,0.620136402420451,False,a ,0.609999445011105, b ,2.80521792561871,,
HumScrm,humans,66,True,SCT,0.6609375,False,a ,-0.373,,,,
HumScrm,humans,66,False,SCT,0.83875,False,a ,2.501,,,,
WaspsNew,wasps,M21,True,RescorlaWagnerBS,0.557412942741422,False,a ,1.19437131814609, b ,0.432195544066486,,
WaspsNew,wasps,M22,True,RescorlaWagnerBS,0.62921186443592,False,a ,-0.981666085635518, b ,0.999473927649283,,
WaspsNew,wasps,M23,True,RescorlaWagnerBS,0.556516142480388,False,a ,0.594033433055616, b ,2.30278162290268,,
HumScrm,humans,67,True,SCT,0.5921875,False,a ,1.4385,,,,
WaspsNew,wasps,M28B,True,RescorlaWagnerBS,0.584867560672436,False,a ,1.14092796628426, b ,0.886658059983641,,
HumScrm,humans,67,False,SCT,0.65625,False,a ,-0.6161875,,,,
WaspsNew,wasps,M29,True,RescorlaWagnerBS,0.612479563708893,False,a ,0.764057155046397, b ,1.75814055823723,,
WaspsNew,wasps,M31A,True,RescorlaWagnerBS,0.578147204008009,False,a ,1.21655010190437, b ,0.67715100881276,,
WaspsNew,wasps,M10A,True,RescorlaWagnerBS,0.543044317747937,False,a ,1.09167316388808, b ,0.652904471759889,,
HumScrm,humans,68,True,SCT,0.5984375,False,a ,0.749,,,,
HumScrm,humans,68,False,SCT,0.5171875,False,a ,0.4911875,,,,
WaspsNew,wasps,M10B,True,RescorlaWagnerBS,0.5712383527119,False,a ,1.14766310887109, b ,0.606435825222709,,
FHL,macaques,3,True,RescorlaWagnerWynne95,0.50885913288059,False,a ,0.597012541630448, B ,1.4503706556112,,
WaspsNew,wasps,M11,True,RescorlaWagnerBS,0.54039272899597,False,a ,0.543905680772252, b ,2.36880098286557,,
WaspsNew,wasps,M24,True,RescorlaWagnerBS,0.61532823645166,False,a ,0.666018168236877, b ,2.53147967943692,,
HumScrm,humans,69,True,SCT,0.590625,False,a ,1.499,,,,
HumScrm,humans,69,False,SCT,0.590625,False,a ,-0.874,,,,
WaspsNew,wasps,M32A,True,RescorlaWagnerBS,0.536225822712155,False,a ,1.16440999446564, b ,0.886094252200621,,
WaspsNew,wasps,M32C,True,RescorlaWagnerBS,0.530559986379983,False,a ,1.17962923198245, b ,0.338418725354382,,
WaspsNew,wasps,M4,True,RescorlaWagnerBS,0.578912100944605,False,a ,0.590910020152541, b ,2.73440197606966,,
HumScrm,humans,70,True,SCT,0.796875,False,a ,1.499,,,,
HumScrm,humans,70,False,SCT,0.5515625,False,a ,0.501,,,,
WaspsNew,wasps,M6,True,RescorlaWagnerBS,0.546971723733094,False,a ,1.22350845162054, b ,0.530257228978455,,
WaspsNew,wasps,M7,True,RescorlaWagnerBS,0.576308030418313,False,a ,1.21564660846278, b ,0.585976009611745,,
WaspsNew,wasps,M9,True,RescorlaWagnerBS,0.575777370928562,False,a ,1.05097928834505, b ,0.984667466290683,,
HumScrm,humans,71,True,SCT,0.65,False,a ,-0.123,,,,
WaspsNew,wasps,D139,True,RescorlaWagnerWynne95,0.748750168887446,False,a ,5.95666886631835, B ,1.12819525576575,,
HumScrm,humans,71,False,SCT,0.809375,False,a ,3.252953125,,,,
WaspsNew,wasps,D187,True,RescorlaWagnerWynne95,0.623839401659884,False,a ,5.3102762518894, B ,1.18121651803781,,
RGMDL2,macaques,1,True,RescorlaWagnerWynne95,0.551846652598419,False,a ,1.84465616509265, B ,0.008903895961926,,
WaspsNew,wasps,D201,True,RescorlaWagnerWynne95,0.623839384221696,False,a ,5.31025700257908, B ,1.18120160724874,,
WaspsNew,wasps,D216,True,RescorlaWagnerWynne95,0.640360434184474,False,a ,2.91742455842617, B ,1.99548130693054,,
HumScrm,humans,72,True,SCT,0.7359375,False,a ,1.499,,,,
WaspsNew,wasps,D217,True,RescorlaWagnerWynne95,0.503568283348177,False,a ,-0.36961204431605, B ,1.99898804458618,,
FHL,macaques,1,True,VTTBS,0.515583137566787,False,a ,0.969514291243138, b ,1.78701919029186, t ,0.413563841477265
HumScrm,humans,72,False,SCT,0.67125,False,a ,2.264625,,,,
WaspsNew,wasps,D223,True,RescorlaWagnerWynne95,0.598394842874667,False,a ,4.73902427218025, B ,1.16760470827395,,
WaspsNew,wasps,D229,True,RescorlaWagnerWynne95,0.698801334259362,False,a ,5.78223270907463, B ,1.2130659672567,,
HumScrm,humans,73,True,SCT,0.7046875,False,a ,3.49709375,,,,
WaspsNew,wasps,D239B,True,RescorlaWagnerWynne95,0.598404471132494,False,a ,4.7445761876144, B ,1.16415819241195,,
HumScrm,humans,73,False,SCT,0.640625,False,a ,0.501,,,,
WaspsNew,wasps,D257,True,RescorlaWagnerWynne95,0.723375455155049,False,a ,5.58708230743906, B ,1.16552535347997,,
WaspsNew,wasps,D67A,True,RescorlaWagnerWynne95,0.572607741168039,False,a ,4.02486449852993, B ,1.11572537960119,,
WaspsNew,wasps,D81B,True,RescorlaWagnerWynne95,0.647936919482952,False,a ,4.92106164638499, B ,1.16374111469443,,
HumScrm,humans,74,True,SCT,0.4953125,False,a ,1.6338125,,,,
RGMDL1,macaques,1,True,configuralCuesWynne95,0.569774995740472,False,a ,3.57483454269996, B ,0.001529518943949, y ,1.73874745258042
HumScrm,humans,74,False,SCT,0.475,False,a ,0.126,,,,
WaspsNew,wasps,D92B,True,RescorlaWagnerWynne95,0.64812751411312,False,a ,5.01716363301349, B ,1.13935107504506,,
WaspsNew,wasps,D122,True,RescorlaWagnerWynne95,0.627324276936025,False,a ,3.933005333937, B ,1.58504685560183,,
WaspsNew,wasps,D133,True,RescorlaWagnerWynne95,0.597291990872971,False,a ,2.93472623767399, B ,1.56704008557145,,
HumScrm,humans,75,False,SCT,0.6484375,False,a ,2.96775,,,,
HumScrm,humans,75,True,SCT,0.7296875,False,a ,1.481421875,,,,
WaspsNew,wasps,D140,True,RescorlaWagnerWynne95,0.70090832152429,False,a ,4.04179299340616, B ,1.56599553117052,,
WaspsNew,wasps,D149,True,RescorlaWagnerWynne95,0.585806557761681,False,a ,4.55281626466077, B ,1.09705963814483,,
WaspsNew,wasps,D15,True,RescorlaWagnerWynne95,0.637338584464678,False,a ,2.64884139483508, B ,1.56368508205061,,
HumScrm,humans,76,False,SCT,0.503125,False,a ,1.499,,,,
HumScrm,humans,76,True,SCT,0.5046875,False,a ,2.499,,,,
WaspsNew,wasps,D22,True,RescorlaWagnerWynne95,0.677026730917499,False,a ,2.53262037304056, B ,1.57554460323653,,
WaspsNew,wasps,D43,True,RescorlaWagnerWynne95,0.578806835774294,False,a ,1.81020118157633, B ,1.56620342060962,,
WaspsNew,wasps,D45,True,RescorlaWagnerWynne95,0.736233124111544,False,a ,5.89372085642185, B ,1.14704258454964,,
RGMDL2,macaques,2,True,RescorlaWagnerWynne95,0.560930358246952,False,a ,1.6346431949426, B ,0.011089814591187,,
HumScrm,humans,77,True,SCT,0.709375,False,a ,2.4385,,,,
HumScrm,humans,77,False,SCT,0.70625,False,a ,0.547875,,,,
WaspsNew,wasps,D50,True,RescorlaWagnerWynne95,0.67778247897928,False,a ,2.53702051043855, B ,1.56528456607004,,
WaspsNew,wasps,D55,True,RescorlaWagnerWynne95,0.52492554650638,False,a ,-0.000593529879513, B ,2.0978965022221,,
WaspsNew,wasps,D71,True,RescorlaWagnerWynne95,0.596551089660151,False,a ,2.91460942736249, B ,1.56793090691511,,
WaspsNew,wasps,M17,True,RescorlaWagnerWynne95,0.656887793821565,False,a ,2.68777353254289, B ,1.98900848291903,,
HumScrm,humans,1,True,BushMosteller,0.641830363764156,False,Db ,1.660203125,,,,
HumScrm,humans,1,False,BushMosteller,0.641830363764156,False,Db ,1.660203125,,,,
WaspsNew,wasps,M21,True,RescorlaWagnerWynne95,0.623760341552095,False,a ,5.23712651233309, B ,1.13297895642461,,
FHL,macaques,2,True,VTTBS,0.511827583024892,False,a ,0.538414491920894, b ,2.14544074865233, t ,-0.260397547262055
WaspsNew,wasps,M22,True,RescorlaWagnerWynne95,0.524960456622033,False,a ,-0.005976957047984, B ,3.19566215081424,,
WaspsNew,wasps,M23,True,RescorlaWagnerWynne95,0.573722789438999,False,a ,4.68961777586452, B ,1.05467274261009,,
WaspsNew,wasps,M28B,True,RescorlaWagnerWynne95,0.624203785321551,False,a ,5.72605837281616, B ,1.01943554240371,,
HumScrm,humans,2,True,BushMosteller,0.626620651949285,False,Db ,0.62990625,,,,
HumScrm,humans,2,False,BushMosteller,0.626620651949285,False,Db ,0.62990625,,,,
WaspsNew,wasps,M29,True,RescorlaWagnerWynne95,0.672454901384807,False,a ,4.88190000551564, B ,1.06970557757648,,
WaspsNew,wasps,M31A,True,RescorlaWagnerWynne95,0.648325712483264,False,a ,5.13413486092178, B ,1.17990810493408,,
WaspsNew,wasps,M10A,True,RescorlaWagnerWynne95,0.538179911371823,False,a ,1.41085933879309, B ,1.56150140729049,,
WaspsNew,wasps,M10B,True,RescorlaWagnerWynne95,0.611110574634547,False,a ,5.02762587395507, B ,1.1927848115445,,
HumScrm,humans,3,True,BushMosteller,0.636974875077428,False,Db ,0.0713125,,,,
HumScrm,humans,3,False,BushMosteller,0.636974875077428,False,Db ,0.0713125,,,,
WaspsNew,wasps,M11,True,RescorlaWagnerWynne95,0.547294159340878,False,a ,2.1223764394615, B ,1.74116297193212,,
RGMDL1,macaques,2,True,configuralCuesWynne95,0.694137689166071,False,a ,0.719061575471747, B ,-8.26986456475135, y ,3.42559978382962
FHL,macaques,3,True,VTTBS,0.504230498144032,False,a ,0.406022303513247, b ,1.81764571359811, t ,0.004436471146247
WaspsNew,wasps,M24,True,RescorlaWagnerWynne95,0.637047636310538,False,a ,2.62973706368015, B ,1.5606904269208,,
FHL,macaques,1,True,RandomModel,0.5,False,a ,0,,,,
WaspsNew,wasps,M32A,True,RescorlaWagnerWynne95,0.536484139973441,False,a ,1.30911768392656, B ,1.56414428473329,,
FHL,macaques,2,True,RandomModel,0.5,False,a ,0,,,,
HumScrm,humans,4,True,BushMosteller,0.641053356026781,False,Db ,0.71675,,,,
FHL,macaques,3,True,RandomModel,0.5,False,a ,0,,,,
WaspsNew,wasps,M32C,True,RescorlaWagnerWynne95,0.536484115603094,False,a ,1.30911869946515, B ,1.5641327103171,,
HumScrm,humans,4,False,BushMosteller,0.641053356026781,False,Db ,0.71675,,,,
WaspsNew,wasps,M4,True,RescorlaWagnerWynne95,0.585195745452221,False,a ,4.24545724702104, B ,1.19705551529929,,
RGMDL2,macaques,3,True,RescorlaWagnerWynne95,0.541774271307739,False,a ,1.79647853994671, B ,0.009989444559728,,
WaspsNew,wasps,M6,True,RescorlaWagnerWynne95,0.520617531192966,False,a ,1.27586505878292, B ,1.56472725803839,,
Camarena,pigeons,1,True,CorrectReply,0.770376616076447,False,a ,0,,,,
WaspsNew,wasps,M7,True,RescorlaWagnerWynne95,0.53421727365649,False,a ,1.25250159141348, B ,1.57040613314936,,
Camarena,pigeons,4,True,CorrectReply,0.737936445664967,False,a ,0,,,,
Camarena,pigeons,5,True,CorrectReply,0.693383356070941,False,a ,0,,,,
Camarena,pigeons,6,True,CorrectReply,0.75875036158519,False,a ,0,,,,
Camarena,pigeons,7,True,CorrectReply,0.834733134651856,False,a ,0,,,,
Camarena,pigeons,8,True,CorrectReply,0.763177998472116,False,a ,0,,,,
WaspsNew,wasps,M9,True,RescorlaWagnerWynne95,0.656701886075472,False,a ,2.56499604173011, B ,1.56083952328658,,
Camarena,pigeons,9,True,CorrectReply,0.713722915298752,False,a ,0,,,,
Camarena,pigeons,10,True,CorrectReply,0.747353361945637,False,a ,0,,,,
Camarena,pigeons,11,True,CorrectReply,0.733115144302291,False,a ,0,,,,
Camarena,pigeons,2,True,CorrectReply,0.691603053435115,False,a ,0,,,,
HumScrm,humans,5,True,BushMosteller,0.627287407208852,False,Db ,0.069359375,,,,
WaspsNew,wasps,D139,True,VTTBS,0.698343256280417,False,a ,0.618218056811843, b ,2.65973140183501, t ,-0.474424719969701
HumScrm,humans,5,False,BushMosteller,0.639685610027268,False,Db ,0.651390625,,,,
WaspsNew,wasps,D187,True,VTTBS,0.600555120636793,False,a ,1.35869393325605, b ,1.90422764573269, t ,0.581685114016195
Camarena,pigeons,1,True,RLELO_F,0.771235916900028,False,a ,2.27736853990678, b ,0.381448456130865, s ,-0.353197956365733
WaspsNew,wasps,D201,True,VTTBS,0.59912723643826,False,a ,1.36061869504037, b ,1.81282387990216, t ,0.594211769873146
HumScrm,humans,6,True,BushMosteller,0.639783113388245,False,Db ,0.506859375,,,,
Camarena,pigeons,4,True,RLELO_F,0.736644774022479,False,a ,2.37588330742965, b ,1.20601777386226, s ,0.126898447625563
WaspsNew,wasps,D216,True,VTTBS,0.546277581912282,False,a ,1.68166852361305, b ,1.54254108639326, t ,0.572466285941464
HumScrm,humans,6,False,BushMosteller,0.639783113388245,False,Db ,0.506859375,,,,
WaspsNew,wasps,D217,True,VTTBS,0.587199067469645,False,a ,1.27900848672979, b ,1.57864182901846, t ,0.36888385749357
WaspsNew,wasps,D223,True,VTTBS,0.637836218566954,False,a ,0.969204863010849, b ,1.69192271986068, t ,0.582896605445733
HumScrm,humans,7,True,BushMosteller,0.659755506779901,False,Db ,0.06540625,,,,
WaspsNew,wasps,D229,True,VTTBS,0.639801259692715,False,a ,0.751541857712709, b ,2.07614757334194, t ,0.126160619551087
RGMDL1,macaques,3,True,configuralCuesWynne95,0.58157788573671,False,a ,2.97359494101387, B ,-0.436325825115663, y ,2.50203293314739
HumScrm,humans,7,False,BushMosteller,0.659755506779901,False,Db ,0.06540625,,,,
WaspsNew,wasps,D239B,True,VTTBS,0.571608075779858,False,a ,1.34235349694999, b ,1.56898285657768, t ,0.644323899318029
Camarena,pigeons,5,True,RLELO_F,0.692875904834499,False,a ,1.73227077641142, b ,1.74901489607672, s ,0.187421989600813
WaspsNew,wasps,D257,True,VTTBS,0.675088578858445,False,a ,0.738777210398154, b ,2.65143440064566, t ,0.087112478520172
WaspsNew,wasps,D67A,True,VTTBS,0.598436276350908,False,a ,1.41444455677315, b ,1.5714674458319, t ,0.5255815940107
HumScrm,humans,8,True,BushMosteller,0.640824131786001,False,Db ,0.71675,,,,
WaspsNew,wasps,D81B,True,VTTBS,0.655096966064206,False,a ,0.943022813444413, b ,1.96163510801752, t ,0.473855472639629
HumScrm,humans,8,False,BushMosteller,0.640824131786001,False,Db ,0.71675,,,,
RGMDL2,macaques,4,True,RescorlaWagnerWynne95,0.555729789832643,False,a ,1.84547201233851, B ,0.008372558092405,,
WaspsNew,wasps,D92B,True,VTTBS,0.626211521209836,False,a ,1.33911453952596, b ,1.7722288442544, t ,0.539015160484191
WaspsNew,wasps,D122,True,VTTBS,0.618970226999475,False,a ,1.00922518140174, b ,1.7653538424329, t ,0.224775501094694
HumScrm,humans,9,True,BushMosteller,0.640428651604948,False,Db ,0.059546875,,,,
WaspsNew,wasps,D133,True,VTTBS,0.604812287460951,False,a ,0.949640333240911, b ,1.91879793707963, t ,0.303562314566743
Camarena,pigeons,6,True,RLELO_F,0.758196768054668,False,a ,2.5150601465719, b ,0.844705375601019, s ,0.047360380049609
HumScrm,humans,9,False,BushMosteller,0.640428651604948,False,Db ,0.059546875,,,,
WaspsNew,wasps,D140,True,VTTBS,0.637596001526457,False,a ,0.919648348941888, b ,1.8130147234902, t ,0.280230157832457
WaspsNew,wasps,D149,True,VTTBS,0.574646786312016,False,a ,1.39841464757962, b ,1.64864273557091, t ,0.510819823261604
HumScrm,humans,10,True,BushMosteller,0.614094628980437,False,Db ,0.0536875,,,,
WaspsNew,wasps,D15,True,VTTBS,0.628262839282467,False,a ,0.896202192906257, b ,1.94986225500605, t ,0.437797642008603
HumScrm,humans,10,False,BushMosteller,0.614094628980437,False,Db ,0.0536875,,,,
